userid,propertyid,rating_(1-5),area_type,location,bedrooms,total_sqft,bath,balcony,price
720,P2495,5,Plot Area,HSR Layout,2,1119.0,2,1,11500000
554,P2102,4,Plot Area,KR Puram,2,960.0,2,2,9924000
838,P1524,4,Built-up Area,Ramamurthy Nagar,2,964.0,2,1,9796000
307,P2300,3,Carpet Area,KR Puram,3,2008.0,3,3,20685000
548,P2322,5,Plot Area,Bellandur,4,2961.0,4,1,19606000
934,P1993,5,Built-up Area,Kaggadasapura,3,1652.0,3,3,16885000
138,P1890,3,Carpet Area,Jayanagar,4,2951.0,4,1,25922000
1025,P1626,5,Built-up Area,Frazer Town,2,1275.0,2,1,8199000
662,P1983,5,Plot Area,Frazer Town,4,3406.0,4,2,22549000
415,P2987,3,Super built-up Area,Kanakapura Road,5,5030.0,6,2,32477000
853,P2927,4,Built-up Area,HSR Layout,2,1154.0,2,1,11737000
961,P3009,3,Carpet Area,Yeshwantpur,2,897.0,2,2,4840000
858,P3325,4,Carpet Area,Whitefield,3,2140.0,3,2,11167000
1058,P1986,4,Built-up Area,Koramangala,2,1028.0,2,2,5764000
955,P3415,2,Carpet Area,Banashankari,2,1274.0,2,1,8374000
287,P1134,4,Super built-up Area,RT Nagar,3,1334.0,3,2,12635000
800,P1197,1,Carpet Area,Ramamurthy Nagar,2,938.0,2,1,10234000
966,P3181,4,Carpet Area,Devanahalli,1,738.0,1,1,5864000
568,P1603,4,Built-up Area,Kanakapura Road,3,2060.0,3,2,13939000
773,P3111,5,Plot Area,Devanahalli,3,1675.0,3,2,12861000
828,P1011,2,Plot Area,Yelahanka,3,2058.0,3,1,18796000
915,P1684,4,Super built-up Area,KR Puram,3,1333.0,3,3,14786000
841,P1204,2,Super built-up Area,Koramangala,1,753.0,1,2,4587000
786,P2682,3,Built-up Area,KR Puram,4,1863.0,3,0,19784000
356,P3411,4,Built-up Area,Indiranagar,3,2052.0,3,1,16714000
898,P3242,5,Plot Area,Malleshwaram,2,1051.0,2,1,5402000
466,P1638,5,Built-up Area,HSR Layout,3,1585.0,3,1,17299000
824,P1181,4,Built-up Area,Bannerghatta Road,2,1061.0,2,1,10208000
907,P2291,3,Carpet Area,RT Nagar,1,813.0,1,1,7468000
1077,P1659,4,Super built-up Area,Yeshwantpur,2,1289.0,2,1,7663000
780,P2571,4,Built-up Area,Marathahalli,2,1292.0,2,1,11708000
574,P1709,4,Built-up Area,Electronic City,2,1210.0,2,2,10435000
157,P3331,3,Super built-up Area,Kanakapura Road,2,924.0,2,1,6719000
760,P2349,5,Built-up Area,Kaggadasapura,4,2322.0,4,3,24493000
867,P3119,4,Carpet Area,Hebbal,2,947.0,2,2,5857000
721,P2679,4,Plot Area,Bellandur,2,1311.0,2,1,9021000
255,P2769,3,Plot Area,Jayanagar,2,1212.0,2,2,10763000
833,P2122,5,Plot Area,Koramangala,4,2969.0,4,3,15702000
138,P3100,2,Built-up Area,HSR Layout,3,1890.0,3,3,19549000
622,P3327,4,Plot Area,Devanahalli,3,2100.0,3,1,16864000
522,P2521,4,Carpet Area,Frazer Town,2,1368.0,2,2,9893000
221,P3027,2,Carpet Area,Sarjapur Road,4,2532.0,4,1,17033000
566,P1399,3,Built-up Area,KR Puram,2,906.0,2,2,9433000
429,P1566,4,Super built-up Area,Jayanagar,2,1189.0,2,3,10484000
501,P2300,5,Carpet Area,KR Puram,3,2008.0,3,3,20685000
343,P1700,3,Plot Area,Indiranagar,2,903.0,2,2,7332000
713,P1416,5,Carpet Area,Sarjapur Road,1,634.0,1,2,5004000
764,P3349,4,Carpet Area,KR Puram,2,1101.0,2,1,12490000
936,P2252,5,Carpet Area,Kaggadasapura,2,1170.0,2,2,12706000
832,P2540,3,Carpet Area,Bellandur,2,1127.0,2,2,7977000
939,P1810,4,Built-up Area,Hebbal,3,1457.0,3,1,7346000
207,P1796,4,Super built-up Area,KR Puram,2,1065.0,2,2,10827000
791,P3305,3,Super built-up Area,Bellandur,2,1268.0,2,2,9132000
1064,P2124,3,Super built-up Area,Marathahalli,2,1331.0,2,1,11848000
684,P1841,2,Super built-up Area,KR Puram,2,965.0,2,1,10169000
820,P3035,1,Super built-up Area,HSR Layout,2,1151.0,2,1,12919000
391,P1234,3,Carpet Area,Jayanagar,3,1924.0,3,2,17636000
968,P2899,3,Super built-up Area,KR Puram,3,2165.0,3,1,22218000
330,P3283,4,Carpet Area,Marathahalli,4,3004.0,3,3,27704000
771,P2942,4,Plot Area,Banashankari,3,1720.0,3,0,11792000
679,P2603,5,Super built-up Area,Whitefield,1,799.0,1,2,4343000
669,P2555,4,Plot Area,Bellandur,2,947.0,2,1,6031000
777,P1188,5,Plot Area,Jayanagar,4,1838.0,4,1,16370000
226,P1777,4,Carpet Area,Whitefield,3,1803.0,3,1,9391000
763,P1564,3,Built-up Area,Bellandur,4,2094.0,4,1,14343000
799,P3112,4,Built-up Area,Jayanagar,2,1122.0,2,1,11304000
237,P1488,3,Built-up Area,Kanakapura Road,2,1211.0,2,2,8011000
748,P2739,3,Built-up Area,Thanisandra,2,1381.0,2,2,10903000
754,P2058,4,Plot Area,Devanahalli,4,3173.0,3,1,24300000
186,P1646,4,Built-up Area,Banashankari,5,4296.0,5,1,28053000
863,P2849,3,Plot Area,Kaggadasapura,2,1338.0,2,2,13891000
776,P1991,4,Plot Area,KR Puram,2,859.0,2,1,9735000
812,P2071,4,Plot Area,Frazer Town,5,3193.0,4,1,20777000
209,P2360,4,Built-up Area,Hebbal,3,1452.0,3,1,8027000
300,P1638,5,Built-up Area,HSR Layout,3,1585.0,3,1,17299000
877,P3389,4,Carpet Area,Bannerghatta Road,2,1282.0,2,0,11693000
436,P1489,4,Super built-up Area,Marathahalli,3,1314.0,3,2,11776000
1070,P1798,3,Built-up Area,Marathahalli,1,599.0,1,2,6053000
329,P1323,3,Carpet Area,Thanisandra,1,744.0,1,3,6788000
609,P2236,3,Carpet Area,Banashankari,3,2185.0,3,2,14179000
654,P1140,3,Plot Area,Thanisandra,2,996.0,2,2,8906000
333,P2919,3,Plot Area,Yeshwantpur,4,3053.0,3,2,15394000
907,P2478,4,Super built-up Area,Indiranagar,1,834.0,1,2,6961000
837,P1545,3,Carpet Area,Malleshwaram,3,2086.0,3,2,10785000
961,P2975,3,Super built-up Area,Kanakapura Road,3,1609.0,3,2,10400000
724,P1259,3,Carpet Area,HSR Layout,2,1264.0,2,2,12655000
933,P1952,4,Plot Area,Bellandur,1,679.0,1,2,5113000
381,P2140,2,Built-up Area,Marathahalli,2,877.0,2,0,8899000
564,P1270,4,Carpet Area,KR Puram,2,1208.0,2,1,12838000
385,P1259,5,Carpet Area,HSR Layout,2,1264.0,2,2,12655000
607,P1903,3,Plot Area,Jayanagar,1,495.0,1,0,4850000
725,P2466,2,Built-up Area,Whitefield,2,1284.0,2,1,7868000
128,P3350,4,Plot Area,Rajaji Nagar,4,2292.0,3,2,23587000
277,P2865,3,Carpet Area,Electronic City,2,876.0,2,0,7984000
155,P3327,2,Plot Area,Devanahalli,3,2100.0,3,1,16864000
890,P1014,3,Plot Area,Koramangala,2,1335.0,2,1,7728000
279,P3488,3,Built-up Area,Kaggadasapura,3,1447.0,3,1,14513000
799,P2940,3,Super built-up Area,Electronic City,2,1309.0,2,2,11146000
248,P1136,3,Super built-up Area,Bannerghatta Road,3,1805.0,3,1,16766000
1066,P1675,4,Plot Area,Kanakapura Road,3,2011.0,3,1,13299000
472,P3378,4,Super built-up Area,Sarjapur Road,3,1462.0,3,1,9790000
1054,P1040,1,Plot Area,Yelahanka,3,1496.0,3,0,13435000
783,P1197,4,Carpet Area,Ramamurthy Nagar,2,938.0,2,1,10234000
368,P2845,4,Super built-up Area,Ramamurthy Nagar,2,1226.0,2,1,12842000
1072,P1750,4,Super built-up Area,KR Puram,3,1945.0,3,1,19634000
553,P2822,5,Plot Area,Hebbal,2,1161.0,2,2,6852000
199,P1585,5,Super built-up Area,Electronic City,2,1056.0,2,2,8801000
165,P2903,3,Built-up Area,Devanahalli,2,1082.0,2,1,8358000
426,P3422,2,Built-up Area,Whitefield,3,1994.0,3,1,11308000
860,P3354,2,Super built-up Area,Bannerghatta Road,2,1185.0,2,1,10369000
1069,P3225,5,Super built-up Area,BTM Layout,3,1320.0,3,3,10244000
159,P3113,4,Plot Area,Bellandur,2,1052.0,2,3,7434000
206,P1278,4,Built-up Area,KR Puram,1,479.0,1,1,5804000
617,P2018,5,Carpet Area,Hebbal,3,1620.0,3,2,8324000
982,P3269,3,Carpet Area,Bellandur,2,904.0,2,1,6863000
301,P2470,4,Carpet Area,Whitefield,3,1497.0,3,2,8096000
421,P1837,3,Carpet Area,Jayanagar,1,678.0,1,1,6690000
972,P2747,4,Super built-up Area,Sarjapur Road,4,1886.0,4,3,13066000
632,P2802,4,Built-up Area,Frazer Town,1,595.0,1,2,3984000
1077,P2108,1,Super built-up Area,Rajaji Nagar,3,1348.0,3,2,14159000
670,P2467,4,Built-up Area,Yeshwantpur,2,1108.0,2,2,6777000
109,P1571,3,Carpet Area,Banashankari,3,2190.0,3,1,14764000
159,P2659,4,Plot Area,Sarjapur Road,3,1681.0,3,3,11234000
863,P3306,4,Super built-up Area,Devanahalli,3,1639.0,3,0,12612000
336,P1433,1,Built-up Area,Indiranagar,1,511.0,1,1,4875000
541,P1350,5,Built-up Area,HSR Layout,3,1332.0,3,2,13609000
628,P1080,4,Super built-up Area,Sarjapur Road,2,1329.0,2,1,9803000
967,P2476,4,Carpet Area,Ramamurthy Nagar,5,4544.0,4,1,46066000
182,P1439,4,Carpet Area,Whitefield,3,1893.0,3,1,9837000
1039,P1004,2,Plot Area,Devanahalli,2,905.0,2,1,7360000
818,P2506,4,Super built-up Area,Indiranagar,3,1460.0,3,1,11020000
844,P2388,4,Plot Area,Thanisandra,2,1255.0,2,2,9651000
734,P2910,3,Plot Area,HSR Layout,3,1315.0,3,3,13386000
169,P2416,5,Built-up Area,Sarjapur Road,3,1822.0,3,1,12770000
546,P1365,4,Carpet Area,Banashankari,2,866.0,2,1,6628000
780,P1365,4,Carpet Area,Banashankari,2,866.0,2,1,6628000
183,P1420,3,Super built-up Area,HSR Layout,5,3587.0,6,2,36479000
451,P2966,2,Carpet Area,Frazer Town,1,736.0,1,2,5703000
999,P2337,1,Carpet Area,Kaggadasapura,4,2186.0,4,2,22157000
270,P3200,3,Plot Area,BTM Layout,3,1365.0,3,1,10925000
922,P1268,5,Super built-up Area,Electronic City,3,1826.0,3,2,14361000
395,P2922,4,Built-up Area,Thanisandra,2,962.0,2,2,7804000
1020,P1583,2,Super built-up Area,BTM Layout,1,830.0,1,2,7723000
559,P3061,3,Built-up Area,RT Nagar,1,824.0,1,2,8190000
518,P1130,4,Plot Area,Rajaji Nagar,3,1952.0,3,1,20852000
1014,P1977,3,Super built-up Area,RT Nagar,3,1825.0,3,1,16294000
984,P2887,4,Built-up Area,Bannerghatta Road,2,1384.0,2,0,13208000
337,P1507,3,Built-up Area,KR Puram,2,1381.0,2,3,14691000
840,P1203,5,Carpet Area,Frazer Town,2,1226.0,2,3,8930000
350,P1210,4,Carpet Area,Koramangala,3,1727.0,3,2,9098000
129,P1797,1,Plot Area,Thanisandra,2,989.0,2,2,7867000
369,P3127,3,Built-up Area,Hebbal,3,1528.0,3,1,8453000
822,P1918,3,Built-up Area,Banashankari,3,1840.0,3,1,12544000
255,P2746,5,Built-up Area,Indiranagar,4,2309.0,4,3,18254000
474,P1860,3,Built-up Area,Frazer Town,3,1857.0,3,2,11730000
687,P1086,4,Plot Area,Hebbal,3,1764.0,3,2,9238000
683,P2160,5,Carpet Area,Electronic City,2,1003.0,2,3,8957000
131,P1261,5,Carpet Area,HSR Layout,3,1934.0,3,2,20106000
927,P3106,4,Carpet Area,KR Puram,4,2525.0,3,1,26366000
1056,P3427,2,Super built-up Area,Koramangala,3,2038.0,3,2,10497000
762,P2381,4,Plot Area,Yelahanka,2,1226.0,2,2,11711000
674,P3450,1,Super built-up Area,RT Nagar,2,1112.0,2,3,10713000
192,P1862,3,Super built-up Area,Malleshwaram,3,1666.0,3,1,9381000
542,P2046,1,Super built-up Area,Devanahalli,2,974.0,2,1,8054000
754,P3292,4,Plot Area,KR Puram,2,1184.0,2,1,12893000
876,P2858,4,Built-up Area,Frazer Town,4,2107.0,4,2,14610000
465,P3298,3,Super built-up Area,Yelahanka,2,1318.0,2,2,12186000
104,P2962,3,Built-up Area,Indiranagar,2,1342.0,2,1,10751000
107,P2811,3,Built-up Area,Ramamurthy Nagar,3,1693.0,3,1,17883000
911,P3088,4,Plot Area,Kaggadasapura,2,1011.0,2,2,10928000
101,P1273,3,Built-up Area,Malleshwaram,4,2466.0,3,1,13580000
1071,P1855,3,Carpet Area,Jayanagar,2,1400.0,2,1,13715000
811,P1346,1,Super built-up Area,Hebbal,3,2167.0,3,3,11364000
855,P2646,3,Carpet Area,Whitefield,4,2097.0,4,0,10684000
487,P1846,5,Super built-up Area,Devanahalli,2,877.0,2,1,7730000
182,P2803,4,Carpet Area,Ramamurthy Nagar,2,1368.0,2,2,14712000
817,P2202,1,Built-up Area,Devanahalli,2,1195.0,2,1,9206000
777,P2504,5,Plot Area,Yeshwantpur,3,1500.0,3,3,8483000
900,P3059,3,Plot Area,BTM Layout,3,1669.0,3,3,13022000
196,P2923,3,Built-up Area,Marathahalli,2,1235.0,2,2,11971000
699,P2952,2,Plot Area,Rajaji Nagar,3,1979.0,3,1,20979000
776,P1309,1,Super built-up Area,Whitefield,2,984.0,2,1,6145000
1031,P1442,5,Built-up Area,Indiranagar,1,549.0,1,2,4479000
922,P1091,4,Built-up Area,Frazer Town,1,555.0,1,1,3769000
101,P2477,5,Carpet Area,Malleshwaram,3,1724.0,3,1,9339000
749,P3381,2,Built-up Area,Ramamurthy Nagar,4,2897.0,3,2,30061000
776,P1886,5,Built-up Area,Ramamurthy Nagar,3,1449.0,3,0,15332000
166,P2582,1,Built-up Area,Rajaji Nagar,2,885.0,2,2,9483000
511,P2194,1,Built-up Area,Frazer Town,2,993.0,2,1,7045000
414,P1060,5,Built-up Area,Kanakapura Road,2,927.0,2,0,6691000
774,P1242,3,Super built-up Area,HSR Layout,1,658.0,1,1,8070000
1019,P1994,1,Carpet Area,HSR Layout,1,400.0,1,1,5134000
944,P1599,5,Plot Area,Yeshwantpur,3,1390.0,3,1,8149000
176,P2202,1,Built-up Area,Devanahalli,2,1195.0,2,1,9206000
225,P2112,4,Built-up Area,KR Puram,2,1269.0,2,2,13182000
888,P1199,4,Super built-up Area,RT Nagar,2,1360.0,2,1,12514000
614,P2043,4,Super built-up Area,Kanakapura Road,2,1222.0,2,1,8513000
269,P1199,2,Super built-up Area,RT Nagar,2,1360.0,2,1,12514000
249,P2914,4,Built-up Area,Bannerghatta Road,2,1045.0,2,2,9457000
823,P1636,4,Built-up Area,Jayanagar,1,617.0,1,3,5705000
604,P2605,3,Built-up Area,Bannerghatta Road,3,1971.0,3,1,17816000
919,P1688,5,Plot Area,Rajaji Nagar,3,1385.0,3,2,14585000
288,P3387,3,Plot Area,Devanahalli,1,483.0,1,2,4869000
625,P1282,4,Built-up Area,Devanahalli,2,1131.0,2,1,9317000
267,P1122,3,Built-up Area,Thanisandra,3,1600.0,3,2,12211000
1018,P2291,5,Carpet Area,RT Nagar,1,813.0,1,1,7468000
967,P2168,4,Built-up Area,Jayanagar,2,1241.0,2,1,10907000
212,P3493,4,Built-up Area,Rajaji Nagar,5,5465.0,6,1,55200000
916,P1644,3,Plot Area,RT Nagar,4,2044.0,3,3,18842000
762,P1667,4,Carpet Area,Ramamurthy Nagar,2,1152.0,2,2,12564000
257,P2074,4,Super built-up Area,Koramangala,4,2772.0,4,3,13936000
201,P1776,5,Carpet Area,Sarjapur Road,1,806.0,1,1,6079000
474,P2635,4,Carpet Area,Malleshwaram,3,2186.0,3,2,11612000
937,P2150,4,Built-up Area,Rajaji Nagar,3,2125.0,3,1,22027000
949,P1610,3,Super built-up Area,Koramangala,5,5980.0,6,1,29925000
443,P2365,4,Super built-up Area,Electronic City,1,734.0,1,2,6658000
798,P1052,4,Built-up Area,RT Nagar,2,928.0,2,1,9511000
304,P2720,5,Carpet Area,Whitefield,3,1480.0,3,3,7737000
439,P1804,5,Carpet Area,Malleshwaram,3,1825.0,3,2,10064000
938,P1774,4,Super built-up Area,Hebbal,3,2146.0,3,1,11198000
928,P2693,5,Built-up Area,Hebbal,2,1222.0,2,2,6139000
969,P3408,3,Carpet Area,Koramangala,2,1335.0,2,2,7464000
1041,P2658,5,Built-up Area,Bellandur,3,1797.0,3,3,11851000
1029,P1076,3,Built-up Area,Kaggadasapura,4,2331.0,3,2,24794000
958,P2132,4,Carpet Area,KR Puram,3,2106.0,3,1,21801000
191,P1151,3,Super built-up Area,Bannerghatta Road,1,561.0,1,3,5795000
932,P2515,2,Carpet Area,Hebbal,1,619.0,1,1,4298000
211,P1431,4,Super built-up Area,Jayanagar,2,901.0,2,2,8840000
246,P2380,4,Super built-up Area,Bannerghatta Road,2,1386.0,2,2,12806000
682,P1408,4,Plot Area,RT Nagar,2,1036.0,2,0,9649000
314,P1242,3,Super built-up Area,HSR Layout,1,658.0,1,1,8070000
109,P2610,5,Built-up Area,Sarjapur Road,2,1338.0,2,0,9363000
1052,P2016,3,Super built-up Area,Indiranagar,3,1835.0,3,1,14770000
653,P2403,4,Built-up Area,RT Nagar,1,501.0,1,1,5254000
443,P3187,4,Built-up Area,Devanahalli,2,1309.0,2,2,9910000
600,P1246,3,Built-up Area,Yeshwantpur,1,828.0,1,2,4670000
295,P2599,3,Plot Area,Bannerghatta Road,4,2077.0,4,2,19103000
385,P1961,3,Carpet Area,HSR Layout,3,1673.0,3,1,17068000
983,P1203,4,Carpet Area,Frazer Town,2,1226.0,2,3,8930000
129,P1250,4,Super built-up Area,Yeshwantpur,4,2942.0,4,0,15732000
595,P2568,4,Plot Area,KR Puram,1,850.0,1,2,9982000
495,P1513,1,Built-up Area,Banashankari,3,2016.0,3,2,12843000
952,P1082,3,Carpet Area,Ramamurthy Nagar,3,2029.0,3,1,21259000
1081,P1077,4,Carpet Area,Malleshwaram,1,490.0,1,1,2693000
214,P1432,4,Plot Area,Indiranagar,4,2730.0,3,2,20949000
595,P1001,2,Carpet Area,Indiranagar,1,778.0,1,2,6597000
399,P2789,4,Carpet Area,Bellandur,3,2073.0,3,2,14223000
614,P1073,5,Super built-up Area,Devanahalli,5,4792.0,5,2,36119000
302,P2669,4,Carpet Area,Rajaji Nagar,3,1324.0,3,0,14646000
648,P3436,5,Carpet Area,Devanahalli,3,1965.0,3,2,15799000
759,P2691,5,Super built-up Area,Thanisandra,5,5171.0,5,3,40030000
749,P1024,3,Super built-up Area,Kanakapura Road,2,1184.0,2,1,8181000
796,P2680,3,Carpet Area,KR Puram,2,1355.0,2,2,13777000
1062,P1243,1,Carpet Area,Marathahalli,4,2481.0,3,2,21935000
630,P1602,2,Built-up Area,Yeshwantpur,2,937.0,2,1,5390000
973,P1853,4,Carpet Area,Hebbal,2,1344.0,2,2,8170000
796,P2473,3,Built-up Area,Marathahalli,3,2016.0,3,1,18460000
885,P2360,3,Built-up Area,Hebbal,3,1452.0,3,1,8027000
875,P1568,5,Carpet Area,Hebbal,2,1044.0,2,2,5428000
821,P2001,5,Carpet Area,Ramamurthy Nagar,3,1495.0,3,2,15682000
556,P3297,2,Plot Area,Banashankari,2,1018.0,2,1,7780000
614,P1113,5,Carpet Area,Bannerghatta Road,2,1012.0,2,3,9577000
875,P1117,4,Super built-up Area,Devanahalli,3,2083.0,3,1,16156000
141,P2249,5,Super built-up Area,Indiranagar,3,1833.0,3,3,13807000
103,P1332,4,Plot Area,Bellandur,3,1302.0,3,3,8724000
839,P1322,1,Carpet Area,Indiranagar,1,553.0,1,1,5584000
117,P2968,5,Built-up Area,BTM Layout,1,549.0,1,2,4998000
509,P1742,4,Built-up Area,KR Puram,3,1640.0,3,1,17381000
755,P1046,4,Plot Area,Frazer Town,3,1979.0,3,2,12507000
1079,P1071,3,Built-up Area,Ramamurthy Nagar,2,953.0,2,3,10886000
652,P1210,4,Carpet Area,Koramangala,3,1727.0,3,2,9098000
464,P2212,5,Carpet Area,Banashankari,5,2971.0,6,1,19742000
771,P1453,3,Built-up Area,Bellandur,4,2188.0,4,2,14729000
130,P1450,4,Plot Area,Whitefield,2,1024.0,2,1,6216000
575,P1902,3,Carpet Area,Indiranagar,4,2632.0,4,1,20492000
214,P1327,5,Plot Area,Frazer Town,2,1127.0,2,0,7712000
380,P1263,4,Super built-up Area,Marathahalli,3,1539.0,3,1,14063000
744,P2159,4,Carpet Area,Thanisandra,2,1093.0,2,1,9384000
361,P1892,4,Carpet Area,Jayanagar,3,1928.0,3,2,17859000
873,P1283,3,Plot Area,Yeshwantpur,2,939.0,2,1,5692000
243,P2198,3,Super built-up Area,Kaggadasapura,3,2079.0,3,2,21621000
590,P1475,1,Plot Area,Devanahalli,2,888.0,2,1,7179000
266,P3082,1,Built-up Area,Electronic City,3,1547.0,3,1,12755000
269,P2024,2,Plot Area,Whitefield,2,1136.0,2,2,5769000
926,P2619,4,Carpet Area,Bellandur,4,2548.0,4,1,16954000
457,P2526,5,Plot Area,Thanisandra,2,1276.0,2,0,10966000
434,P2944,5,Built-up Area,Ramamurthy Nagar,3,1480.0,3,1,15550000
649,P3160,3,Built-up Area,Sarjapur Road,3,1639.0,3,3,11492000
638,P2235,5,Built-up Area,Marathahalli,4,2718.0,4,2,24132000
355,P2541,4,Carpet Area,Yeshwantpur,1,676.0,1,1,4869000
127,P2050,3,Super built-up Area,Indiranagar,3,2191.0,3,0,16459000
890,P3341,3,Carpet Area,Devanahalli,2,1281.0,2,2,10571000
947,P1876,4,Plot Area,Rajaji Nagar,4,3205.0,4,1,33514000
213,P3044,4,Plot Area,Marathahalli,2,1256.0,2,1,11590000
233,P2758,4,Built-up Area,Banashankari,3,1584.0,3,1,11328000
612,P2733,4,Built-up Area,Devanahalli,5,2511.0,6,1,19767000
815,P3440,2,Carpet Area,Yeshwantpur,2,1155.0,2,1,7061000
613,P3319,5,Super built-up Area,Sarjapur Road,2,1397.0,2,1,9911000
678,P1293,3,Super built-up Area,Malleshwaram,1,778.0,1,2,4245000
527,P3347,3,Built-up Area,Koramangala,2,861.0,2,1,4605000
956,P1449,2,Carpet Area,RT Nagar,4,3385.0,3,3,30590000
427,P2991,5,Carpet Area,Indiranagar,4,2027.0,4,2,16100000
208,P3142,4,Carpet Area,KR Puram,5,3050.0,6,2,30509000
436,P2000,2,Plot Area,Frazer Town,1,520.0,1,1,3635000
759,P3273,4,Plot Area,HSR Layout,3,1985.0,3,1,20030000
145,P2454,4,Built-up Area,Marathahalli,5,3389.0,5,2,30437000
869,P1531,4,Super built-up Area,KR Puram,4,2354.0,4,1,23679000
830,P1584,4,Built-up Area,KR Puram,3,2067.0,3,2,21882000
517,P2902,3,Carpet Area,Banashankari,3,1939.0,3,2,13090000
833,P2683,2,Plot Area,RT Nagar,2,961.0,2,0,8952000
721,P3255,3,Super built-up Area,Yeshwantpur,3,1872.0,3,2,9464000
815,P1013,3,Carpet Area,Indiranagar,5,4619.0,4,2,35519000
912,P3182,5,Carpet Area,Ramamurthy Nagar,5,2949.0,6,2,29670000
794,P1504,5,Super built-up Area,Rajaji Nagar,2,1206.0,2,2,13417000
822,P2043,4,Super built-up Area,Kanakapura Road,2,1222.0,2,1,8513000
948,P3438,5,Plot Area,Hebbal,4,2301.0,4,1,11902000
250,P2678,4,Carpet Area,Marathahalli,1,604.0,1,2,6118000
720,P2026,3,Super built-up Area,Kaggadasapura,3,1795.0,3,2,18684000
894,P2805,4,Built-up Area,Sarjapur Road,3,1588.0,3,1,10458000
991,P1543,5,Built-up Area,Ramamurthy Nagar,4,3200.0,3,2,32092000
469,P1369,2,Super built-up Area,Rajaji Nagar,2,1358.0,2,1,14411000
223,P2102,4,Plot Area,KR Puram,2,960.0,2,2,9924000
880,P1825,3,Carpet Area,Malleshwaram,2,949.0,2,1,6142000
644,P3300,5,Built-up Area,Malleshwaram,3,1823.0,3,0,10050000
789,P3034,3,Built-up Area,Devanahalli,3,1671.0,3,2,13353000
710,P1121,2,Built-up Area,Jayanagar,2,1362.0,2,1,12606000
577,P2276,5,Carpet Area,RT Nagar,2,1088.0,2,2,9770000
280,P2491,3,Super built-up Area,Rajaji Nagar,2,1136.0,2,1,11481000
269,P2801,4,Plot Area,Malleshwaram,4,3070.0,4,1,15851000
504,P1865,1,Built-up Area,Ramamurthy Nagar,3,1494.0,3,0,15799000
744,P1795,4,Built-up Area,Bannerghatta Road,2,1394.0,2,1,13224000
1090,P2137,3,Super built-up Area,Hebbal,3,1338.0,3,3,6891000
439,P3353,3,Built-up Area,Whitefield,4,2931.0,3,1,14983000
1083,P2383,3,Built-up Area,Banashankari,3,1808.0,3,3,12427000
463,P1772,4,Built-up Area,KR Puram,2,1227.0,2,2,13172000
918,P2643,4,Built-up Area,HSR Layout,1,702.0,1,1,8300000
475,P1282,4,Built-up Area,Devanahalli,2,1131.0,2,1,9317000
770,P1581,4,Plot Area,Bellandur,3,2104.0,3,3,13800000
720,P1816,2,Built-up Area,Marathahalli,3,1562.0,3,2,15100000
531,P1354,3,Carpet Area,Whitefield,3,2119.0,3,1,10622000
215,P1498,4,Built-up Area,Whitefield,3,1635.0,3,2,9128000
366,P2866,4,Super built-up Area,Malleshwaram,3,1857.0,3,0,9797000
552,P2772,3,Built-up Area,Frazer Town,2,959.0,2,2,6454000
460,P3382,5,Super built-up Area,Kanakapura Road,4,2574.0,4,1,16375000
886,P2662,1,Plot Area,BTM Layout,2,911.0,2,2,7932000
933,P2814,1,Plot Area,Ramamurthy Nagar,2,1207.0,2,1,13315000
359,P2555,3,Plot Area,Bellandur,2,947.0,2,1,6031000
390,P2540,3,Carpet Area,Bellandur,2,1127.0,2,2,7977000
634,P1300,4,Super built-up Area,Yeshwantpur,2,1051.0,2,1,6651000
366,P1993,3,Built-up Area,Kaggadasapura,3,1652.0,3,3,16885000
861,P1240,4,Carpet Area,Ramamurthy Nagar,3,2155.0,3,2,23009000
327,P1775,4,Super built-up Area,Electronic City,2,1055.0,2,1,8181000
195,P2760,1,Carpet Area,Bannerghatta Road,1,587.0,1,1,5478000
511,P2111,4,Super built-up Area,Bellandur,4,2316.0,3,1,15929000
852,P1871,5,Built-up Area,Sarjapur Road,2,935.0,2,2,7305000
896,P3432,5,Super built-up Area,Thanisandra,1,641.0,1,3,5962000
621,P1279,3,Plot Area,Kanakapura Road,3,1854.0,3,1,11930000
664,P2923,4,Built-up Area,Marathahalli,2,1235.0,2,2,11971000
331,P1348,3,Super built-up Area,Yelahanka,3,1646.0,3,2,15773000
302,P1087,5,Super built-up Area,KR Puram,2,1131.0,2,1,11492000
269,P1881,3,Carpet Area,Kaggadasapura,2,1317.0,2,2,13348000
794,P1257,4,Super built-up Area,Hebbal,3,1362.0,3,2,6869000
500,P2874,4,Carpet Area,Hebbal,1,539.0,1,2,3623000
452,P2905,4,Plot Area,Bannerghatta Road,3,2167.0,3,1,19744000
475,P2179,4,Built-up Area,Frazer Town,3,1534.0,3,2,9938000
605,P2337,4,Carpet Area,Kaggadasapura,4,2186.0,4,2,22157000
301,P2487,5,Super built-up Area,RT Nagar,2,901.0,2,3,7972000
226,P2592,4,Plot Area,Kaggadasapura,3,1604.0,3,2,16594000
353,P1429,3,Carpet Area,Frazer Town,2,1075.0,2,1,7493000
499,P3284,3,Carpet Area,KR Puram,3,1761.0,3,1,18628000
772,P1134,3,Super built-up Area,RT Nagar,3,1334.0,3,2,12635000
